0,https://www.oddsportal.com/baseball/usa/mlb-2013/boston-red-sox-st-louis-cardinals-E3zZu9PF/#over-under;3
1,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-boston-red-sox-pxpBZsaj/#over-under;3
2,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-boston-red-sox-EHZzD4Ff/#over-under;3
3,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-boston-red-sox-Y5IwEp0l/#over-under;3
4,https://www.oddsportal.com/baseball/usa/mlb-2013/boston-red-sox-st-louis-cardinals-fFJZEQpr/#over-under;3
5,https://www.oddsportal.com/baseball/usa/mlb-2013/boston-red-sox-st-louis-cardinals-2Je6WhGF/#over-under;3
6,https://www.oddsportal.com/baseball/usa/mlb-2013/boston-red-sox-detroit-tigers-EoJ8EFoF/#over-under;3
7,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-los-angeles-dodgers-KjbyqOeU/#over-under;3
8,https://www.oddsportal.com/baseball/usa/mlb-2013/detroit-tigers-boston-red-sox-8hYoOjko/#over-under;3
9,https://www.oddsportal.com/baseball/usa/mlb-2013/detroit-tigers-boston-red-sox-vi3FXRxA/#over-under;3
10,https://www.oddsportal.com/baseball/usa/mlb-2013/los-angeles-dodgers-st-louis-cardinals-vgCt7XAG/#over-under;3
11,https://www.oddsportal.com/baseball/usa/mlb-2013/los-angeles-dodgers-st-louis-cardinals-Gx4aS1GG/#over-under;3
12,https://www.oddsportal.com/baseball/usa/mlb-2013/detroit-tigers-boston-red-sox-004BY7N3/#over-under;3
13,https://www.oddsportal.com/baseball/usa/mlb-2013/los-angeles-dodgers-st-louis-cardinals-2ZaeTs1A/#over-under;3
14,https://www.oddsportal.com/baseball/usa/mlb-2013/boston-red-sox-detroit-tigers-6Pk8Zm8c/#over-under;3
15,https://www.oddsportal.com/baseball/usa/mlb-2013/boston-red-sox-detroit-tigers-SYj4zUhi/#over-under;3
16,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-los-angeles-dodgers-8C0iUNo4/#over-under;3
17,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-los-angeles-dodgers-UL1mV3Wc/#over-under;3
18,https://www.oddsportal.com/baseball/usa/mlb-2013/oakland-athletics-detroit-tigers-rX969XPR/#over-under;3
19,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-pittsburgh-pirates-xEu0bl5D/#over-under;3
20,https://www.oddsportal.com/baseball/usa/mlb-2013/tampa-bay-rays-boston-red-sox-W80XTueb/#over-under;3
21,https://www.oddsportal.com/baseball/usa/mlb-2013/detroit-tigers-oakland-athletics-nDt2KRer/#over-under;3
22,https://www.oddsportal.com/baseball/usa/mlb-2013/los-angeles-dodgers-atlanta-braves-2ghRfE3T/#over-under;3
23,https://www.oddsportal.com/baseball/usa/mlb-2013/tampa-bay-rays-boston-red-sox-WbXJyiso/#over-under;3
24,https://www.oddsportal.com/baseball/usa/mlb-2013/pittsburgh-pirates-st-louis-cardinals-08EmIm01/#over-under;3
25,https://www.oddsportal.com/baseball/usa/mlb-2013/detroit-tigers-oakland-athletics-dhoIEYAE/#over-under;3
26,https://www.oddsportal.com/baseball/usa/mlb-2013/los-angeles-dodgers-atlanta-braves-jFpMDhQK/#over-under;3
27,https://www.oddsportal.com/baseball/usa/mlb-2013/pittsburgh-pirates-st-louis-cardinals-jPkUgXjG/#over-under;3
28,https://www.oddsportal.com/baseball/usa/mlb-2013/oakland-athletics-detroit-tigers-I9twiVI7/#over-under;3
29,https://www.oddsportal.com/baseball/usa/mlb-2013/boston-red-sox-tampa-bay-rays-fwthtXYT/#over-under;3
30,https://www.oddsportal.com/baseball/usa/mlb-2013/oakland-athletics-detroit-tigers-pdrVhile/#over-under;3
31,https://www.oddsportal.com/baseball/usa/mlb-2013/atlanta-braves-los-angeles-dodgers-I1nEFEe8/#over-under;3
32,https://www.oddsportal.com/baseball/usa/mlb-2013/boston-red-sox-tampa-bay-rays-0GtlsDJN/#over-under;3
33,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-pittsburgh-pirates-800PfDyA/#over-under;3
34,https://www.oddsportal.com/baseball/usa/mlb-2013/atlanta-braves-los-angeles-dodgers-vJsZiB31/#over-under;3
35,https://www.oddsportal.com/baseball/usa/mlb-2013/st-louis-cardinals-pittsburgh-pirates-U91LegM3/#over-under;3
36,https://www.oddsportal.com/baseball/usa/mlb-2013/cleveland-indians-tampa-bay-rays-WSvcPiMk/#over-under;3
37,https://www.oddsportal.com/baseball/usa/mlb-2013/pittsburgh-pirates-cincinnati-reds-lUlMfDJr/#over-under;3
38,https://www.oddsportal.com/baseball/usa/mlb-2013/texas-rangers-tampa-bay-rays-WhvRgXYl/#over-under;3
39,https://www.oddsportal.com/baseball/usa/mlb-2013/arizona-diamondbacks-washington-nationals-l87587cC/#over-under;3
40,https://www.oddsportal.com/baseball/usa/mlb-2013/los-angeles-dodgers-colorado-rockies-0nyOQlDt/#over-under;3
41,https://www.oddsportal.com/baseball/usa/mlb-2013/seattle-mariners-oakland-athletics-rV697RCI/#over-under;3
42,https://www.oddsportal.com/baseball/usa/mlb-2013/san-francisco-giants-san-diego-padres-xY319mr6/#over-under;3
43,https://www.oddsportal.com/baseball/usa/mlb-2013/texas-rangers-los-angeles-angels-ML5D6oSO/#over-under;3
